CPR;Bloc;Application;Statut;Détail
Ouverture VLC PER;P7;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;P8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;Q1;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;T2;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;T3;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;W1;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;W2;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;W4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture VLC PER;OX;NOVA;Composant non exploité;
Ouverture VLC PER;MX;NOVA;Composant non exploité;
Ouverture VLC PER;SX;NOVA;Composant non exploité;
Ouverture VLC PER;HX;NOVA;Composant non exploité;
Ouverture VLC PER;HJ;NOVA;Composant non exploité;
Ouverture VLC PER;RX;NOVA;Composant non exploité;
Ouverture VLC PER;WP;NOVA;Composant non exploité;
Ouverture VLC PER;FM;NOVA;Composant non exploité;
Ouverture VLC PER;JF;NOVA;Composant non exploité;
Ouverture VLC PER;GG;NOVA;Composant non exploité;
Ouverture VLC PER;GH;NOVA;Composant non exploité;
Ouverture VLC PER;CICS (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;DB2 (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;INVI/VC (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;PE (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;CICS (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;DB2 (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;INVI/VC (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;PE (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture VLC PER;Dét. Contrat natif MB;CA-TS;Composant utilisé;
Ouverture VLC PER;Microservices;CA-TS;Composant utilisé;
Ouverture VLC PER;BAM;CA-TS;Composant utilisé;
Ouverture VLC PER;NPC;CA-TS;Composant utilisé;
Ouverture VLC PER;SIG9;CA-TS;Composant utilisé;
Ouverture VLC PER;RAC;CA-TS;Composant utilisé;
Ouverture VLC PER;PDI9;CA-TS;Composant utilisé;
Ouverture VLC PER;Xconnect;CA-TS;Composant utilisé;
Ouverture VLC PER;BPM;CA-TS;Composant utilisé;
Ouverture VLC PER;SIMM;CA-TS;Composant utilisé;
Ouverture VLC PER;HUB;CA-TS;Composant utilisé;
Ouverture VLC PER;APX9;CA-TS;Composant utilisé;
Ouverture VLC PER;W5;Avanet;Composant non exploité;
Ouverture VLC PER;AEDI;Avanet;Composant non exploité;
Ouverture VLC PER;SVOD;Avanet;Composant non exploité;
Ouverture VLC PER;PW;Avanet;Composant non exploité;
Ouverture VLC PER;VS;SimulAssur;Composant non exploité;
Ouverture VLC PER;SR;SimulAssur;Composant non exploité;
Ouverture VLC PER;EP;SimulAssur;Composant non exploité;
Ouverture VLC PER;J2;Plateforme Data (PFD);Composant non exploité;
Ouverture VLC PER;J6;Plateforme Data (PFD);Composant non exploité;
Ouverture VLC PER;J8;Plateforme Data (PFD);Composant non exploité;
Ouverture VLC PER;MesComptes;LCL;Composant non exploité;
Ouverture VLC PER;BEL;LCL;Composant non exploité;
Ouverture VLC PER;Docapost;LCL;Composant non exploité;
Ouverture VLC PER;BD;Prediweb 1;Composant non exploité;
Ouverture VLC PER;SGR;Prediweb 1;Composant non exploité;
Ouverture VLC PER;PY;Prediweb 2;Composant non exploité;
Ouverture VLC PER;AJ;AIA V4 (Sinistres);Composant non exploité;
Ouverture VLC PER;PWC2;ETL;Composant non exploité;
Ouverture VLC PER;EBX;EBX;Composant non exploité;
Ouverture VLC PER;VL;REFUC;Composant non exploité;
Ouverture VLC PER;BX;BDOC;Composant non exploité;
Ouverture VLC PER;ONDM;Editique;Composant non exploité;
Ouverture Arbitrage Conseiller PER;APPE;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;CJNI;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;C8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;D9;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F3;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F5;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F6;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F7;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;F8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;G3;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;G4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;G6;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;GQ;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;H4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;HH;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;I5;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;I9;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;K7;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;K9;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;L8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;L9;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;N6;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;N8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;P4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;P5;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;P6;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;P7;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;P8;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;Q1;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;T2;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;T3;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;W1;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;W2;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;W4;New NOVA (K8S+AWS);Composant non exploité;
Ouverture Arbitrage Conseiller PER;OX;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;MX;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;SX;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;HX;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;HJ;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;RX;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;WP;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;FM;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;JF;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;GG;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;GH;NOVA;Composant non exploité;
Ouverture Arbitrage Conseiller PER;CICS (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;DB2 (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;INVI/VC (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;PE (LCL);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;CICS (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;DB2 (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;INVI/VC (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;PE (CA);MVS Z/OS (Ingenium);Composant utilisé;
Ouverture Arbitrage Conseiller PER;Dét. Contrat natif MB;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;Microservices;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;BAM;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;NPC;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;SIG9;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;RAC;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;PDI9;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;Xconnect;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;BPM;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;SIMM;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;HUB;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;APX9;CA-TS;Composant utilisé;
Ouverture Arbitrage Conseiller PER;W5;Avanet;Composant non exploité;
Ouverture Arbitrage Conseiller PER;AEDI;Avanet;Composant non exploité;
Ouverture Arbitrage Conseiller PER;SVOD;Avanet;Composant non exploité;
Ouverture Arbitrage Conseiller PER;PW;Avanet;Composant non exploité;
Ouverture Arbitrage Conseiller PER;VS;SimulAssur;Composant non exploité;
Ouverture Arbitrage Conseiller PER;SR;SimulAssur;Composant non exploité;
Ouverture Arbitrage Conseiller PER;EP;SimulAssur;Composant non exploité;
Ouverture Arbitrage Conseiller PER;J2;Plateforme Data (PFD);Composant non exploité;
Ouverture Arbitrage Conseiller PER;J6;Plateforme Data (PFD);Composant non exploité;
Ouverture Arbitrage Conseiller PER;J8;Plateforme Data (PFD);Composant non exploité;
Ouverture Arbitrage Conseiller PER;MesComptes;LCL;Composant non exploité;
Ouverture Arbitrage Conseiller PER;BEL;LCL;Composant non exploité;
Ouverture Arbitrage Conseiller PER;Docapost;LCL;Composant non exploité;
Ouverture Arbitrage Conseiller PER;BD;Prediweb 1;Composant non exploité;
Ouverture Arbitrage Conseiller PER;SGR;Prediweb 1;Composant non exploité;
Ouverture Arbitrage Conseiller PER;PY;Prediweb 2;Composant non exploité;
Ouverture Arbitrage Conseiller PER;AJ;AIA V4 (Sinistres);Composant non exploité;
Ouverture Arbitrage Conseiller PER;PWC2;ETL;Composant non exploité;
Ouverture Arbitrage Conseiller PER;EBX;EBX;Composant non exploité;
Ouverture Arbitrage Conseiller PER;VL;REFUC;Composant non exploité;
Ouverture Arbitrage Conseiller PER;BX;BDOC;Composant non exploité;
Ouverture Arbitrage Conseiller PER;ONDM;Editique;Composant non exploité;
REFONTE ADHESION CONSEILLER;APPE;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;CJNI;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;C8;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;D9;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F3;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F4;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F5;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F6;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F7;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;F8;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;G3;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;G4;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;G6;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;GQ;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;H4;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;HH;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;I5;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;I9;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;K7;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;K9;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;L8;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;L9;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;N6;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;N8;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;P4;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;P5;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;P6;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;P7;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;P8;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;Q1;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;T2;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;T3;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;W1;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;W2;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;W4;New NOVA (K8S+AWS);Composant non exploité;
REFONTE ADHESION CONSEILLER;OX;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;MX;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;SX;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;HX;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;HJ;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;RX;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;WP;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;FM;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;JF;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;GG;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;GH;NOVA;Composant non exploité;
REFONTE ADHESION CONSEILLER;CICS (LCL);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;DB2 (LCL);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;INVI/VC (LCL);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;PE (LCL);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;CICS (CA);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;DB2 (CA);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;INVI/VC (CA);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;PE (CA);MVS Z/OS (Ingenium);Composant utilisé;
REFONTE ADHESION CONSEILLER;Dét. Contrat natif MB;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;Microservices;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;BAM;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;NPC;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;SIG9;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;RAC;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;PDI9;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;Xconnect;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;BPM;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;SIMM;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;HUB;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;APX9;CA-TS;Composant utilisé;
REFONTE ADHESION CONSEILLER;W5;Avanet;Composant non exploité;
REFONTE ADHESION CONSEILLER;AEDI;Avanet;Composant non exploité;
REFONTE ADHESION CONSEILLER;SVOD;Avanet;Composant non exploité;
REFONTE ADHESION CONSEILLER;PW;Avanet;Composant non exploité;
REFONTE ADHESION CONSEILLER;VS;SimulAssur;Composant non exploité;
REFONTE ADHESION CONSEILLER;SR;SimulAssur;Composant non exploité;
REFONTE ADHESION CONSEILLER;EP;SimulAssur;Composant non exploité;
REFONTE ADHESION CONSEILLER;J2;Plateforme Data (PFD);Composant non exploité;
REFONTE ADHESION CONSEILLER;J6;Plateforme Data (PFD);Composant non exploité;
REFONTE ADHESION CONSEILLER;J8;Plateforme Data (PFD);Composant non exploité;
REFONTE ADHESION CONSEILLER;MesComptes;LCL;Composant non exploité;
REFONTE ADHESION CONSEILLER;BEL;LCL;Composant non exploité;
REFONTE ADHESION CONSEILLER;Docapost;LCL;Composant non exploité;
REFONTE ADHESION CONSEILLER;BD;Prediweb 1;Composant non exploité;
REFONTE ADHESION CONSEILLER;SGR;Prediweb 1;Composant non exploité;
REFONTE ADHESION CONSEILLER;PY;Prediweb 2;Composant non exploité;
REFONTE ADHESION CONSEILLER;AJ;AIA V4 (Sinistres);Composant non exploité;
REFONTE ADHESION CONSEILLER;PWC2;ETL;Composant non exploité;
REFONTE ADHESION CONSEILLER;EBX;EBX;Composant non exploité;
REFONTE ADHESION CONSEILLER;VL;REFUC;Composant non exploité;
REFONTE ADHESION CONSEILLER;BX;BDOC;Composant non exploité;
REFONTE ADHESION CONSEILLER;ONDM;Editique;Composant non exploité;
VLS LCL 26.1;APPE;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;CJNI;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;C8;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;D9;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;F3;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;F4;New NOVA (K8S+AWS);Composant créé ou modifié;
VLS LCL 26.1;F5;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;F6;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;F7;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;F8;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;G3;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;G4;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;G6;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;GQ;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;H4;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;HH;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;I5;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;I9;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;K7;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;K9;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;L8;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;L9;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;N6;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;N8;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;P4;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;P5;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;P6;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;P7;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;P8;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;Q1;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;T2;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;T3;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;W1;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;W2;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;W4;New NOVA (K8S+AWS);Composant non exploité;
VLS LCL 26.1;OX;NOVA;Composant non exploité;
VLS LCL 26.1;MX;NOVA;Composant non exploité;
VLS LCL 26.1;SX;NOVA;Composant non exploité;
VLS LCL 26.1;HX;NOVA;Composant non exploité;
VLS LCL 26.1;HJ;NOVA;Composant non exploité;
VLS LCL 26.1;RX;NOVA;Composant non exploité;
VLS LCL 26.1;WP;NOVA;Composant non exploité;
VLS LCL 26.1;FM;NOVA;Composant non exploité;
VLS LCL 26.1;JF;NOVA;Composant non exploité;
VLS LCL 26.1;GG;NOVA;Composant non exploité;
VLS LCL 26.1;GH;NOVA;Composant non exploité;
VLS LCL 26.1;CICS (LCL);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;DB2 (LCL);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;INVI/VC (LCL);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;PE (LCL);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;CICS (CA);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;DB2 (CA);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;INVI/VC (CA);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;PE (CA);MVS Z/OS (Ingenium);Composant utilisé;
VLS LCL 26.1;Dét. Contrat natif MB;CA-TS;Composant utilisé;
VLS LCL 26.1;Microservices;CA-TS;Composant utilisé;
VLS LCL 26.1;BAM;CA-TS;Composant utilisé;
VLS LCL 26.1;NPC;CA-TS;Composant utilisé;
VLS LCL 26.1;SIG9;CA-TS;Composant utilisé;
VLS LCL 26.1;RAC;CA-TS;Composant utilisé;
VLS LCL 26.1;PDI9;CA-TS;Composant utilisé;
VLS LCL 26.1;Xconnect;CA-TS;Composant utilisé;
VLS LCL 26.1;BPM;CA-TS;Composant utilisé;
VLS LCL 26.1;SIMM;CA-TS;Composant utilisé;
VLS LCL 26.1;HUB;CA-TS;Composant utilisé;
VLS LCL 26.1;APX9;CA-TS;Composant utilisé;
VLS LCL 26.1;W5;Avanet;Composant non exploité;
VLS LCL 26.1;AEDI;Avanet;Composant non exploité;
VLS LCL 26.1;SVOD;Avanet;Composant non exploité;
VLS LCL 26.1;PW;Avanet;Composant non exploité;
VLS LCL 26.1;VS;SimulAssur;Composant non exploité;
VLS LCL 26.1;SR;SimulAssur;Composant non exploité;
VLS LCL 26.1;EP;SimulAssur;Composant non exploité;
VLS LCL 26.1;J2;Plateforme Data (PFD);Composant non exploité;
VLS LCL 26.1;J6;Plateforme Data (PFD);Composant non exploité;
VLS LCL 26.1;J8;Plateforme Data (PFD);Composant non exploité;
VLS LCL 26.1;MesComptes;LCL;Composant non exploité;
VLS LCL 26.1;BEL;LCL;Composant non exploité;
VLS LCL 26.1;Docapost;LCL;Composant non exploité;
VLS LCL 26.1;BD;Prediweb 1;Composant non exploité;
VLS LCL 26.1;SGR;Prediweb 1;Composant non exploité;
VLS LCL 26.1;PY;Prediweb 2;Composant non exploité;
VLS LCL 26.1;AJ;AIA V4 (Sinistres);Composant non exploité;
VLS LCL 26.1;PWC2;ETL;Composant non exploité;
VLS LCL 26.1;EBX;EBX;Composant non exploité;
VLS LCL 26.1;VL;REFUC;Composant non exploité;
VLS LCL 26.1;BX;BDOC;Composant non exploité;
VLS LCL 26.1;ONDM;Editique;Composant non exploité;
VL ARBI-Enrichissement;APPE;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;CJNI;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;C8;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;D9;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;F3;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;F4;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;F5;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;F6;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;F7;New NOVA (K8S+AWS);Composant utilisé;
VL ARBI-Enrichissement;F8;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;G3;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;G4;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;G6;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;GQ;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;H4;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;HH;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;I5;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;I9;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;K7;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;K9;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;L8;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;L9;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;N6;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;N8;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;P4;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;P5;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;P6;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;P7;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;P8;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;Q1;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;T2;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;T3;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;W1;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;W2;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;W4;New NOVA (K8S+AWS);Composant non exploité;
VL ARBI-Enrichissement;OX;NOVA;Composant non exploité;
VL ARBI-Enrichissement;MX;NOVA;Composant non exploité;
VL ARBI-Enrichissement;SX;NOVA;Composant non exploité;
VL ARBI-Enrichissement;HX;NOVA;Composant non exploité;
VL ARBI-Enrichissement;HJ;NOVA;Composant non exploité;
VL ARBI-Enrichissement;RX;NOVA;Composant non exploité;
VL ARBI-Enrichissement;WP;NOVA;Composant non exploité;
