Slide,Bloc,Application,Etat
Slide 15 : PROJET (Generic),P5,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),P6,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),P7,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),P8,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),Q1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),T2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),T3,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),W1,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),W2,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),W4,New NOVA (K8S+AWS),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),OX,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),MX,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),SX,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),HX,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),HJ,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),RX,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),WP,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),FM,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),JF,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),GG,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),GH,NOVA,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),CICS (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),DB2 (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),INVI/VC (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),PE (LCL),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),CICS (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),DB2 (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),INVI/VC (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),PE (CA),MVS Z/OS (Ingenium),Composant utilisé (Vert)
Slide 15 : PROJET (Generic),Dét. Contrat natif MB,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),Microservices,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),BAM,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),NPC,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),SIG9,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),RAC,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),PDI9,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),Xconnect,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),BPM,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),SIMM,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),HUB,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),APX9,CA-TS,Composant utilisé (Vert)
Slide 15 : PROJET (Generic),W5,Avanet,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),AEDI,Avanet,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),SVOD,Avanet,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),PW,Avanet,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),VS,SimulAssur,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),SR,SimulAssur,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),EP,SimulAssur,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),J2,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),J6,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),J8,Plateforme Data (PFD),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),MesComptes,LCL,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),BEL,LCL,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),Docapost,LCL,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),BD,Prediweb 1,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),SGR,Prediweb 1,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),PY,Prediweb 2,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),AJ,AIA V4 (Sinistres),Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),PWC2,ETL,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),EBX,EBX,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),VL,REFUC,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),BX,BDOC,Composant non exploité (Bleu)
Slide 15 : PROJET (Generic),ONDM,Editique,Composant non exploité (Bleu)
